"#","Currency","Amount","Fee","Status","TransactionId","Address","Timestamp"
"1014057","SMART","9703.85082490","0.01000000","Processing","","Sjz8muQr4dGYpSK2ofr6bqjupC23Je4mdi","26/10/2017 8:33:00 AM"
